,Screen Name,User Name,Tweet Created At,User Location,Tweet Coordinates,Retweet Count,Retweeted,Phone Type,Favorite Count,Favorited,Replied,Tweet
511,Chuckw12,chuckw12,2019-11-03 14:23:31,Canada,None,0,False,Facebook,0,False,None,striped bass were once extinct in the st lawrence now they re back 
512,EloJlrd,Mimo☆,2019-11-03 14:23:31,,None,213,False,Twitter for Android,0,False,None,il existe une belle collaboration souterraine et racinaire entre plantes et champignons le champignon offre la plante les minraux puiss dans le sol le bois ou la pierre en change la plante lui fournit le sucre fabriqu avec la photosynthse 
513,NormRCN31,Norm E,2019-11-03 14:23:29,"Russell, Ontario Canada",None,390,False,Twitter for Android,0,False,None,the folks celebrating energy companies fleeing canada are the same ones howling about a relatively minor provincial budget cut they really don t have a clue where the funds for their precious social programs originate
514,heggere_nawaz,Nawaz Heggere,2019-11-03 14:23:29,,None,121,False,Twitter for Android,0,False,None,farmers share in milk prices india 60 australia 24 new zealand 23 russia 47 canada 46 germany 45 japan 45 us 43 denmark 43 belgium 37 s africa 36 brazil 35 france 34 pakistan 33 holland 30 italy 27 china 20 if we sign rcep this scenario will change overnight
515,AirenLatinas,Airen Latinas,2019-11-03 14:23:29,,None,9,False,Twitter for iPhone,0,False,None,so at first the script said it as bachelor but then the pds decide to change the words into virgin and seunggi s reaction face is priceless vagabond 13 making film trans by lsg canada 
516,SRKsFanBaba_,BABA🚬,2019-11-03 14:23:29,Haryana,None,0,False,Twitter for Android,0,False,1190990182813618176, canada gaya tha mera to
517,Ade_0la,yung yung Rich nigger,2019-11-03 14:23:29,"Ogun, Nigeria",None,13,False,Twitter for Android,0,False,None,canada was born in diversity at the very beginning there were french and english speaking canadians and they had to find a way to accommodate each other no dial 2 for english jokes in canada i m beginning to understand how different canada is from the usa 
518,moscowlilac,ClthOwen,2019-11-03 14:23:27,Wonderland,None,122,False,Twitter for iPad,0,False,None,while trudeau ruins the energy industry in canada not one less barrel is consumed trudeau liberals sacrificed canada for a un socialistic ideology amp so a few elites can make trillions on carbon credits sorry canada youve been suckered 
519,bajllargeon1,@bajllargeon,2019-11-03 14:23:27,"Sainte-Rose-de-Watford, Québec",None,0,False,Twitter for Android,0,False,1190444843291406338, il y a 9 autres provinces dans le canada bilingue pourquoi venir ici
520,LarsonTamarac,Tamara Larson,2019-11-03 14:23:27,"Edmonton, Alberta",None,211,False,Twitter for iPhone,0,False,None, we need your help we had a generous donor drop off war medals from the ww2 to our trans canada location in calgary that we believe should not be sold within our retail stores please share so we can track the owners down and return these items to their proper home yyc 
521,JayahKuma,Kuma Jayah,2019-11-03 14:23:26,,None,1578,False,Twitter for Android,0,False,None,ufc more boos for trump at mixed martial arts fight 
522,wengcouver,Ng Weng Hoong,2019-11-03 14:23:26,"Vancouver, British Columbia",None,0,False,Twitter Web App,0,False,1190888476138299392, i confess i m a cry baby very annoying my q to you again you complain so much about canada amp you get angry when i criticize the chinese communist party if canada doesn t meet yr standards amp china is so good why stay i m really looking to get your answers thanks 
523,JanWing2,Jan Wing,2019-11-03 14:23:25,"Palm Springs, CA",None,1578,False,Twitter for iPad,0,False,None,ufc more boos for trump at mixed martial arts fight 
524,Giftsvart,Anne Leeds,2019-11-03 14:23:24,"Utah, USA",None,4,False,Twitter Web App,0,False,None,canadas newest green mp pushing for a countrywide ban on glyphosate canadian authorities knew of dozens of serious incidents alleging cancer and a link to pesticides
525,toyita_mora,TRUDICE/TOYITAMORA,2019-11-03 14:23:23,El Salvador,None,2,False,Twitter for iPhone,0,False,None, a los salvadoreos que vivimos en el pais nos preocupa daca te refers al gobiernos que es muy diferente luchen por quedarse no se cansen de luchar y si no se puede busquen donde irse canada europa ac no hay oportunidades no hay seguridad el pas no tiene rumbo 
526,BaronessMum,Baroness Mum 🇨🇦❤️🇺🇸,2019-11-03 14:23:23,Canada,None,522,False,Twitter for iPhone,0,False,None,breaking news with western canada in trouble prime minister trudeau has boarded a private plane and is flying out west annnndd he has just past alberta he is in torfino bc and he s surfing never mind he still doesn t care 
527,JohnnyCanunk,Johnny Canunk,2019-11-03 14:23:22,https://bit.ly/33h3wLi,None,2,False,Twitter for Android,0,False,None,and please come save us in canada we have an inept corrupt liberal at the helm who s already controlling and openly broadcasting that any criticism will not be posted anywhere our freedom of speech has already been taken from us and it s going to get much worse 
528,jpetrie_canada,jp,2019-11-03 14:23:20,,None,0,False,Twitter for iPhone,0,False,1190817913642668034, had to have been dana if it was a direct invite trump hosted ufc events at his properties before it was mainstream see cashed checks with no questions dana has spoken on his behalf a number of times why hed go is just testament to the bubble he lives in 
529,ForbesLorne,Lorne Forbes (CCWWFoundation),2019-11-03 14:23:18,"Edmonton, Alberta",None,540,False,Twitter for Android,0,False,None,wilfrid laurier university professor jasmin zine s canadian muslim voting guide has now scrubbed all references to receiving taxpayer funds via a federal grant from the social sciences and humanities research council of canada 
530,cd_lmh,Drew,2019-11-03 14:23:17,,None,46,False,Twitter for iPhone,0,False,None,the purpose of trudeau s deficits are to hamstring canada for decades with enormous interest and the requirement for ever higher taxes long term this kills the middle class and is very much a purposeful act if you recognize he is the enemy everything he does makes sense 
531,keeponrockin_db,www.keeponrock.in @ Canada cup,2019-11-03 14:23:17,"NorCalg, Western Canada",None,171,False,Talon Android,0,False,None,last seconds of team canada 2 v s team japan 1 team tourneys are back baby 
532,bear_byte,BearByte,2019-11-03 14:23:17,,None,1578,False,Twitter for Android,0,False,None,ufc more boos for trump at mixed martial arts fight 
533,art_now_canada,Art Now Canada,2019-11-03 14:23:17,World,None,0,False,Off The Easel Bots,0,False,None,naissovibe 015 2015 alain giroux saatchiart abstract 
534,aneiryna,aneiryna,2019-11-03 14:23:16,España,None,285,False,Twitter for Android,0,False,None,infraestructura peatonal efectiva en quebec canad donde los coches no respetan los pasos de cebra no es lo que parece mira el vdeo va agusmarte 
535,jenleefights,JenLee,2019-11-03 14:23:16,,None,1578,False,Twitter Web App,0,False,None,ufc more boos for trump at mixed martial arts fight 
536,bluffers_parks,Lynn,2019-11-03 14:23:16,,None,10,False,Twitter for iPhone,0,False,None,this remembranceday help show support for veterans and wartime contributions of animals by wearing an animals in war pin 1 from every pin sold supports get your animals in war pin today by visiting thank you canada 
537,DubraLila,Lila Dubra,2019-11-03 14:23:14,"Pilar, Argentina",None,390,False,Twitter for iPhone,0,False,None,canad lo que habra que hacer 
538,Turtleh97982434,Turtlehead ❌,2019-11-03 14:23:12,,None,37,False,Twitter for Android,0,False,None,the liberals are using the carbon tax extreme business and personal taxes and restrictive legislation as a hostile means to drive every industry every business and every person in canada into financial ruin there can be no other outcome from this liberal conspiracy to ruin us 
539,wjdjean,WJD,2019-11-03 14:23:12,"Alberta, Canada",None,17,False,Twitter for iPhone,0,False,None,company after company whether theyre directly in the energy business or the investment business having to look at the larger u s market that is a lot more healthy than canada this is not happening bec of a loss of commodity markets but bec of our own federal gov t policies 
540,ACEs_Canada,ACEs Canada,2019-11-03 14:23:12,Canada / Turtle Island,None,2336,False,Twitter for iPhone,0,False,None, this tweet to receive a reminder on 11 11 to take a moment to remember those who served and sacrificed for our freedom canadaremembers 
541,RushHistory2112,ThisDayInRUSHHistory 🇨🇦,2019-11-03 14:23:11,SolarFederation  💫 ,None,4,False,Twitter Web App,0,False,None,now through nov 11 we are hosting the great war in colour a new look at canadas first world war efforts19141918 during this exhibit we are offering 50 off admission to past present canadian military personnel and up to 6 guests with the identification proof of service 
542,MiguelDB8,MDB8,2019-11-03 14:23:11,"Tokyo, Japan",None,22,False,Twitter for Android,0,False,None,canuck play is looking to fill the following full and part time positions all positions are local in our peterborough on office gamedeveloper indiegamedev jobsearch gamejobs gamedevjobs 
543,kingodreams,Marco Bertazzoni,2019-11-03 14:23:10,"Lugano, Switzerland",None,0,False,Instagram,0,False,None,pyramid lake jasper np canada jasper alberta 
544,sarahz911,chronically tired 🇨🇦,2019-11-03 14:23:09,,None,4,False,Twitter for iPad,0,False,None,now through nov 11 we are hosting the great war in colour a new look at canadas first world war efforts19141918 during this exhibit we are offering 50 off admission to past present canadian military personnel and up to 6 guests with the identification proof of service 
545,PogoPanic100,PogoPanic100,2019-11-03 14:23:08,Pallet Town,None,0,False,IFTTT,0,False,None,boss t5 registeel 9 expassgym boosted potenciado canada weather snow gym control instinct nui103kp kp exraids ceadiscord engel go exraid pokemongo highchance legendaryraid go time in 45 min co ords 46 780093 71 
546,DeanLeask,Deanoleask,2019-11-03 14:23:08,"High River, Alberta",None,1457,False,Twitter for iPad,0,False,None,the government of canada will force the province of alberta to shut its 12 coal plants by 2030 they produce 50 of alberta s electricity this year china will increase its coal consumption by about 3 times canada s total annual consumption go figure 
547,drssadana,Dr. Sumeet Sadana,2019-11-03 14:23:06,"Ottawa, Ontario, Canada",None,4,False,Twitter for iPhone,0,False,None,what a beautiful story this is canada at its best 
548,HawkeTexas,TexasLadyHawke,2019-11-03 14:23:05,In my garden,None,2,False,Twitter for iPhone,0,False,None,air canada says it wont use the term ladies and gentlemen any longer if youre a man who thinks youre a woman wouldnt you identify as lady and vice versa 
549,VetterC,Vetsky,2019-11-03 14:23:04,"Burlington, ON",None,0,False,Twitter for iPhone,0,False,None,but canada is the problem right 
550,JeanJplar1943,JP,2019-11-03 14:23:03,,None,2,False,Twitter Web App,0,False,None, the ceo of ensured that there would be no jobs lost either yet your boss deemed it necessary to break the law in order to intervene now a situation affects communities in western canada and all you can do is shrug your shoulders at it hypocrite
551,my_TwitrProfile,myTwitrProfile,2019-11-03 14:23:03,"Lahore, Pakistan",None,0,False,Twitter Web App,0,False,1190983921737093120, it is easy do blasphemy amp get europe or canada s immigration 
552,LouBattista,Lou Battista,2019-11-03 14:23:02,,None,54,False,Twitter Web App,0,False,None,maybe explain the absence of policy adding a carbon tax to coal we ship in ever increasing quantities to china hint we have an extraordinarily large coal shipping terminal quite close to the ideologically green capital of canada aka vancouver and its never been protested 
553,ArchivesRC,Archives de RC,2019-11-03 14:23:00,Canada,None,0,False,TweetDeck,0,False,None,tre prsente au bal des petits souliers 
554,tertree8,Concerned citizen,2019-11-03 14:22:59,Midwest,None,0,False,Twitter Web App,0,False,None,ufc raucous reception for trump at mixed martial arts 
555,rktekr,Caffeinated,2019-11-03 14:22:57,,None,1578,False,Twitter for iPhone,0,False,None,ufc more boos for trump at mixed martial arts fight 
556,yanrinyaAbbah,mz_charry,2019-11-03 14:22:57,"Makurdi, Nigeria",None,110,False,Twitter for Android,0,False,None,most nigerians on my tl are based in usa europe and canada but when you look at the pictures you can hear the generators running the economy that kind of dedication is goals y all are africa s true hustlers 
557,toninhoevans,ANTONIO MACHADO,2019-11-03 14:22:56,"Belém, Pará, Brasil 🇧🇷",None,3,False,Twitter for Android,0,False,None, como a presso mundial diminuiu a matana de focas bebs caadas e mortas com porretes no canad campanhas levaram mais de 35 pases incluindo a rssia e os membros da unio europeia a proibir a importao de peles 
558,torontoscoots,Scott Lomas 🇨🇦,2019-11-03 14:22:56,"Toronto, Ontario",None,396,False,Twitter for iPhone,0,False,None,mcdonald s outlets us 14 146 japan 2 975 china 2 700 germany 1 480 canada 1 450 france 1 419 uk 1 274 australia 981 brazil 930 russia 645 italy 571 spain 507 south korea 450 poland 422 taiwan 413 mexico 402 malaysia 271 saudi 263 south africa 252 turkey 251
559,NickiMickeyB,Nicole Birch,2019-11-03 14:22:56,"Toronto, Canada",None,0,False,Twitter for Android,0,False,1190994436211322881, i think so too i have a piece that i have been working on for a while i haven t been able to find an artist i trust now i think i will have to redesign it again man now that i have seen this i can t unsee it perhaps i will work in the eye too 
560,ciaramageean,Ciara Mageean,2019-11-03 14:22:56,,None,8,False,Twitter for Android,0,False,None,its the pinnacle of our sport the players view on what it would mean to reach the olympic games after last nights rain soaked stalemate its all to play for tonights winner takes the ticket to tokyo ireland v canada live on rt2 at 6 30pm 
562,bajllargeon1,@bajllargeon,2019-11-03 14:22:49,"Sainte-Rose-de-Watford, Québec",None,0,False,Twitter for Android,0,False,1190715922941644800, il y a 9 autres provinces dans le canada bilingue pourquoi venir ici
563,lastwhetherman,DengistFever,2019-11-03 14:22:48,"Manitoba, Canada",None,82,False,Twitter for Android,0,False,None,on behalf of all the citizens of nishnawbe aski nation tesa and i send our love and prayers to hunters family and community we are with you hunter rest in eternal peace 
564,knut_gamsun,Кнут Гамсун,2019-11-03 14:22:47,,None,479,False,Twitter for Android,0,False,None,most globalised countries 2018 1 belgium 2 netherlands 3 switzerland 4 sweden 5 austria 6 denmark 7 france 8 uk 9 germany 10 finland 11 norway 12 hungary 13 ireland 14 canada 15 czech republic 16 spain 17 portugal 18 italy 19 luxembourg 20 estonia kof 
565,Frank_PE_Canada,Frank_PE_Canada,2019-11-03 14:22:46,Charlottetown PE Canada,None,1,False,Twitter for Android,0,False,None,the final newcomer orientation session will be held on thursday november 7 from 5 30 p m to 7 30 p m at city hall pre registration for the orientations is required registration will close on monday november 4 
566,TracieEdward,Tracie Edward,2019-11-03 14:22:46,"iPhone: 43.651974,-79.384468",None,1,False,Twitter for Android,0,False,None,come to cmfs 1 day conference amp hear latest on meso in canada nov 26 mesothelioma from todays challenges to tomorrows cure eve reception amp film debut of breathless mars 101 college register for all or part meso asbestos whsc ohcow canlab
567,TrueXela,شيري,2019-11-03 14:22:45,,None,1,False,Twitter Web App,0,False,1190996321492180993, guineafowl 
568,_Roroka,واوية🏹💜ラウィア,2019-11-03 14:22:45,Jeddah,None,0,False,Twitter for iPhone,0,False,None,yes hun you got the gold in canada 
569,ZeliaPiazza,Zelia,2019-11-03 14:22:45,"Santa Catarina, Brasil",None,46,False,Twitter for iPhone,0,False,None,canadense reclama de chinesa falando chins ao lado dela se est no canad deve falar o idioma de l o que voc acha de estrangeiros conversando numa lngua que voc no entende no seu pas 
570,joeandsherri,Joe and Sherri ⭐⭐⭐,2019-11-03 14:22:44,,None,115,False,Twitter for Android,0,False,None,canada police have charged bile mohamed 27 yusuf yusuf 30 and ismail moallim 21 with sexual assault with a weapon sexual assault causing bodily harm sexual interference and forcible confinement via 
571,bomurray,Bob Murray 🇨🇦🇺🇸,2019-11-03 14:22:44,Canada,None,5,False,Twitter Web App,0,False,None,what hypocrits canada should be an oil exporting super power instead we are a failing democracy led by a simpleton with a crazy green ideology we should not import one ounce of non ethical oil 
572,123NMYa,Enemia,2019-11-03 14:22:44,Seine-Saint-Denis,None,0,False,Twitter Web App,0,False,None,qubec et canada on les voit souvent dans les gnriques de films ou sries pourquoi cette omniprsence c est qui exactement quelle instance et c est quoi comme rle 
573,kellyjeanrebar,Kelly Rebar,2019-11-03 14:22:44,"Nelson, British Columbia",None,1,False,Twitter Web App,3,False,None,along the path to the lake this time of year november canada britishcolumbia grass 
574,irideamerlin,Greg Franks,2019-11-03 14:22:44,"Ottawa, Canada",None,299,False,Twitter for iPhone,0,False,None,ab premier jason kenney 1 lying through his teeth about justin trudeau wanting to phase out the oil sands 2 by continuing to attack justin trudeau all jason kenney is doing is damaging canada international reputation as a place to invest amp do business cdnpoli yyg ableg 
575,LarryRi11685049,Larry Richardson,2019-11-03 14:22:43,,None,19,False,Twitter for Android,0,False,None,encanas former ceo gwyn morgan said the destructive policies of the trudeau liberals have left the company with no choice but to shift its asset base and capital program south of the border cdnpoli 
576,OneGrumpyGinger,Wreck-It Rob,2019-11-03 14:22:43,,None,0,False,Twitter for iPhone,1,False,None,as if they show coronation street omnibus on regular tv in canada
577,energisch_,"Mensch, Marina",2019-11-03 14:22:42,Neuland,None,110,False,Twitter Web Client,0,False,None,i spent some time this summer looking at how canada is dealing with worsening floods here s why i think americans should pay attention 1 x 
578,tomgeldenhuys,Tom Geldenhuys,2019-11-03 14:22:41,"Bonnyville, Alberta",None,54,False,Twitter for iPhone,0,False,None,maybe explain the absence of policy adding a carbon tax to coal we ship in ever increasing quantities to china hint we have an extraordinarily large coal shipping terminal quite close to the ideologically green capital of canada aka vancouver and its never been protested 
579,JeanJplar1943,JP,2019-11-03 14:22:40,,None,1,False,Twitter Web App,0,False,None, ceo really said see ya later alligator no more tax for canada 
580,deepgreendesign,Graham Chivers 🖖 Green Designer,2019-11-03 14:22:38,"Harvey Bank, New Brunsick",None,0,False,Twitter Web App,0,False,1190983624805560320, no it would not work well should we stop guessing remember work has a technical definition mechatronics design greendesign cdnpoli topoli greenenergy physics thermodynamics dothemath climate climatestrike innovation toronto canada
581,techbabblers,TechBabbler,2019-11-03 14:22:38,United States,None,0,False,TechBabblerTweets,0,False,None,canada credit union data breach bigger than first thought desjardins 
582,O_l_y_m_p_e,Sisyphus,2019-11-03 14:22:37,,None,202,False,Twitter Web App,0,False,None,is alberta going through rougher times than previous years yes it is is it the rest of canada s fault that they did not sock money away or diversify their economy when the going was great no it s not they ve elected exploiters not managers next time elect managers 
583,Shortyk97347432,Shortyk97347432,2019-11-03 14:22:36,"Toronto, Ontario",None,0,False,Twitter Web App,0,False,1190993141341421569, ironic that the star is putting out this story now after putting out nonstop anti conservative pro liberal propaganda during the election what a bunch of hypocrites and traitors to canada 
584,jensenismyfave,Wayward Mama,2019-11-03 14:22:36,"New Brunswick, Canada",None,0,False,Twitter for iPhone,0,False,1190995938917175297, spider man alphaghetti do you have that in tn we have it in canada 
585,starbabie1,Star Babie,2019-11-03 14:22:35,Earth (ALBERTA),None,177,False,Twitter for Android,0,False,None,can anyone even imagine the uproar if a conservative prime minister after losing two whole provinces a majority and seeing companies leaving canada went surfing asking for 6 155 662 friends cdnpoli 
586,someotherperso3,someotherperson,2019-11-03 14:22:35,,None,0,False,Twitter Web App,0,False,1190821782774833152, tiny hands tiny mushroom trump is losing every single court case too bad racism isn t legal 
587,ereditsh,Helena Ereditsh,2019-11-03 14:22:34,Canada,None,0,False,Twitter Web App,0,False,1190991843917488130, experience in a team a member of which has been awarded the nobel prize helena s research prevention of diseases the role of microelements in the human body and medical therapy canada new perspectives on coq10 treatment new perspectives for coo10 q10 coq10 treatment 
588,zrlb08,Marie Aitken,2019-11-03 14:22:32,Canada,None,68,False,Twitter for iPad,0,False,None,we need to begin open visible resistance to the plans jason kenney has for alberta i was proud to march in solidarity today and if you missed this rally dont worry there will be more ableg abpoli 
589,josephmotinrayo,📷Joseph Motunrayo📷,2019-11-03 14:22:32,"Lagos, Nigeria",None,104,False,Twitter for Android,0,False,None,where are u from uae usa india nigeria ghana uganda zimbabwe tanzania brazil kenya pakistan canada australia somalia south africa philippines england italy thailand france argentina reply with ur flag follow whoever likes your reply
590,TheWatchers_,The Watchers,2019-11-03 14:22:32,,None,1,False,dlvr.it,2,False,None,very bright daylight fireball over ontario canada daylight meteor fireball ontario canada
591,stad_jo,Jo Ann Smith-Stad,2019-11-03 14:22:31,,None,7,False,Twitter for Android,0,False,None,its canada that should need alberta a dependant old dying country alberta is young and getting younger good riddance albertaseparation 
592,RonGiese,Ron Giese,2019-11-03 14:22:31,Northern Alberta,None,0,False,Twitter Web Client,0,False,None,songs to include on your team canada figure skating playlist 
593,FBKOLI,Light vs.dark,2019-11-03 14:22:29,,None,1578,False,Twitter for Android,0,False,None,ufc more boos for trump at mixed martial arts fight 
594,Rudystodwa,Tomasz Lachacz🇨🇦🇵🇱🏕️,2019-11-03 14:22:29,"Edmonton, Alberta",None,1,False,Twitter for Android,0,False,None,a meeting like this is bringing awareness to the rest of canada were sick and tired of being the welfare province 
595,Marvelanne973,Marvelanne97 #OldStockCanadian #Scheer,2019-11-03 14:22:27,"Ontario, Canada",None,46,False,Twitter for Android,0,False,None,the purpose of trudeau s deficits are to hamstring canada for decades with enormous interest and the requirement for ever higher taxes long term this kills the middle class and is very much a purposeful act if you recognize he is the enemy everything he does makes sense 
596,mobile_gis,one world.,2019-11-03 14:22:26,international network.,None,1383,False,Startup Informer - one world,0,False,None,banff canada 
597,EricSoucyMTL,Eric Soucy,2019-11-03 14:22:25,Montréal,None,0,False,Twitter Web App,0,False,None, rchauffementclimatique qubec canada le fleuve saint laurent subit dj les effets concrets du changementclimatique criseclimatique 
598,mikepaulmurphy,Mike Murphy,2019-11-03 14:22:24,"Punamu'kwati'j (Dartmouth, NS)",None,0,False,Twitter for Android,0,False,1190995958923968512, a weaponized constitution completely partisan in nature document of oppression exercise in paradox modern day compassing amp disallowance applied to indigenous people to all it s a travesty founded under god rule of law laughable sick my hate for canada grows daily 
599,MKolenosky,Marie Kolenosky,2019-11-03 14:22:24,"Salmon Arm, British Columbia",None,215,False,Twitter for Android,0,False,None,by becoming a us corporation encana gets a higher multiple due to us investor interest given oil market prices are the same only reason for a lower multiple in canada is policy related fed prov legislation is very relevant cdnpoli 
600,EmercerTex,EmercerTex,2019-11-03 14:22:24,,None,0,False,Twitter for Android,0,False,1190996048971522048, she lives in the usa our population overshadows canada medicaid is affordable for her if she invokes fmla her job is safe which i advised she doesn t need maternity leave she needs a doc within a drivable don t get our issues you shld stop advising 
601,Maria04407435,Maria,2019-11-03 14:22:24,"Toronto, Ontario",None,360,False,Twitter for Android,0,False,None,encana is changing its name and leaving canada for the united states our pm is all but silent we know what would happen if this was snc lavalin moving read amp rt cdnpoli wexit 
602,HamadAbdullah__,Big World,2019-11-03 14:22:22,United Kingdom,None,104,False,Twitter for Android,0,False,None,where are u from uae usa india nigeria ghana uganda zimbabwe tanzania brazil kenya pakistan canada australia somalia south africa philippines england italy thailand france argentina reply with ur flag follow whoever likes your reply
603,PamelaPA5,Pamela Ana,2019-11-03 14:22:20,"Port Alberni, BC",None,53,False,Twitter for iPad,0,False,None,ignore jason kenney encanas move to the u s isnt trudeaus fault 
604,kurt1420,kurt hansen,2019-11-03 14:22:20,Detroit,None,2,False,Twitter for Android,0,False,None,canada england new zealand vaping is less harmful than smoking america a fake youth vaping epidemic amp illicit thc deaths many believe that vaping is more harmful than smoking facts vaping is at least 95 less harmful than smoking 0 6 of youth vapers were never smokers
605,AndyGraysdouble,Robert Martin,2019-11-03 14:22:20,,None,0,False,Twitter for iPad,0,False,1190976065319194624, canada
606,ForgeDaddy,DJ JAY SLADE,2019-11-03 14:22:20,"Oak Cliff, Tx ",None,488,False,Twitter for iPhone,0,False,None,canada gets three reeses cups in a pack gah damn free healthcare wasnt enough 
607,prairieboy69,Ron Willson,2019-11-03 14:22:19,ron.willson@rogers.com,None,0,False,Twitter for Android,0,False,1190658913185812480, back to the harper days he ran up deficit didn t build pipelines never worked with prov fns didn t work for canada needs deserves better ont deserves better bring in harper not doing job topoli onpoli ontariopcparty
608,PureShakti,earthRISE,2019-11-03 14:22:19,3rd Rock from the Sun,None,2,False,Twitter Web App,0,False,None,fsin asks federal government to drop judicial review of child welfare decision cbc news 
609,abhijeet_sudam,Being Abhijeet😎😎,2019-11-03 14:22:18,,None,0,False,Twitter for Android,0,False,1190996505127084037, to tera canadian to pakistan ko kyun har baar bachata hain retirement ke baad canada jayeg ya pakistan 
610,WoodfordinDK,Shane Woodford,2019-11-03 14:22:17,"Faaborg, Denmark",None,23,False,Twitter for iPhone,0,False,None, freeland is also having to reassure her allies about statements made by john mccallum who was fired by trudeau from his job as canadas ambassador to china on jan 25 freeland is still up against cabinet colleagues who think exactly like mccallum 
611,NYReign1247,Fire Quinn 🌞,2019-11-03 14:22:17,,None,488,False,Twitter for iPhone,0,False,None,canada gets three reeses cups in a pack gah damn free healthcare wasnt enough 
612,AdamJumpp,(8-0)Myles Garrett has the creotine-shits,2019-11-03 14:22:17,New Ringland,None,1288,False,Twitter for iPhone,0,False,None,shut down canada and start it all over 
613,siridelor,delorme,2019-11-03 14:22:17,canada,None,346,False,Twitter for iPhone,0,False,None,one of canada s largest oil companies moved south of the border and trudeau hasn t said a word nor did he call kenney to show support if gm pulled out of ontario or snc pulled out of quebec his mouth wouldn t stop flapping canada is dying a slow death 
614,falgunimistry82,Falguni Mistry,2019-11-03 14:22:13,"Edmonton, Alberta",None,0,False,Twitter for Android,0,False,None,celebrating diwali2019 with great food fabulous td family and my wonderful hubby tddiwali tddiwaligala sareenotsorry diversity 
615,RussDiabo,Russ Diabo,2019-11-03 14:22:10,,None,1,False,Twitter Web App,0,False,None, canadas view of these modern sec 35 agreement negotiations is ip s need 2 give up their rights by consenting 2 feds pre conditions 2 b federally recognized alternatively canada uses its sec 91 24 authority 2 pass federal laws unilaterally imposing nat l standards over ip s 
616,rfd_hotdeals,RFD Hot Deals 🇨🇦,2019-11-03 14:22:09,Canada,None,0,False,huginn@nori.local,0,False,None, lenovo canada lenovo black friday deals amp dock for 98 
617,Ali200831878,Ali,2019-11-03 14:22:06,,None,3,False,Twitter for Android,0,False,None,he s apparently done nothing wrong other than an administrative mistake canada should not deport this kurdish atheist to iran iranianrefugeesinturkey savebaharbahari 
618,LeepBizkit,David Leeper,2019-11-03 14:22:06,,None,54,False,Twitter for iPhone,0,False,None,maybe explain the absence of policy adding a carbon tax to coal we ship in ever increasing quantities to china hint we have an extraordinarily large coal shipping terminal quite close to the ideologically green capital of canada aka vancouver and its never been protested 
619,TariqFa82756581,Tariq Farid,2019-11-03 14:22:05,,None,104,False,Twitter for Android,0,False,None,where are u from uae usa india nigeria ghana uganda zimbabwe tanzania brazil kenya pakistan canada australia somalia south africa philippines england italy thailand france argentina reply with ur flag follow whoever likes your reply
620,mariaag70664987,maria aguilar,2019-11-03 14:22:05,,None,1579,False,Twitter for iPad,0,False,None,ufc more boos for trump at mixed martial arts fight 
621,jadevenny,Jason Devenny,2019-11-03 14:22:05,"Kitchener, Ontario",None,3,False,Twitter for iPhone,0,False,None,congrats to the 1400 colleagues across the gta who showed their locallove by getting up at 6am for the cntowerclimb 
622,meryswrld,🐤 cheers bruv xxx,2019-11-03 14:22:05,🌍 atl,None,488,False,Twitter for iPhone,0,False,None,canada gets three reeses cups in a pack gah damn free healthcare wasnt enough 
624,PureShakti,earthRISE,2019-11-03 14:22:03,3rd Rock from the Sun,None,2,False,Twitter Web App,0,False,None, canada keeps limiting the discussions to section 35 and says that the rights are only those recognized after 1982 this is also unacceptable to us as indigenous peoples 
625,francophone_vic,La Société francophone de Victoria,2019-11-03 14:22:02,"Victoria, BC",None,0,False,Buffer,0,False,None,vous avez la tte pleine de questions sur le processus d immigration au canada et vous parlez franais nous organisons une discussion sur le sujet le 9 novembre prochain de 15 17 heures 5 avec collation et th ou caf inclus tous les dtails 
626,flopower5,Alda,2019-11-03 14:22:02,"Alberta, Canada",None,289,False,Twitter for iPhone,0,False,None,while jason got a few facts wrong buying tmx was not a show of support it was an act of desperation killing c69 would ve been support the essence of his story just doesn t give a double damn about the west is fact 
627,dwdavidson841,Doug Davidson,2019-11-03 14:22:01,"Ontario, Canada",None,128,False,Twitter Web App,0,False,None,ottawa police release mugshots of wanted rapists believed to have fled canada 
628,3dprintingcom,3DPrinting.com,2019-11-03 14:22:01,,None,0,False,Buffer,0,False,None,the canadian lord strathcona horse regiment is utilizing 3d printing to help keep a military tradition alive read more canada military 
629,shane50472027,Pooh,2019-11-03 14:22:00,,None,0,False,Twitter for iPhone,0,False,1190653397646462976, it will change or the fight will get nasty and we know the french cant fight make it right not fair make your own money it makes western canada sick how quebec cant look after themselves it it wasnt so corrupt deep state maybe they could make on their own money 
630,LarryRi11685049,Larry Richardson,2019-11-03 14:22:00,,None,289,False,Twitter for Android,0,False,None,while jason got a few facts wrong buying tmx was not a show of support it was an act of desperation killing c69 would ve been support the essence of his story just doesn t give a double damn about the west is fact 
631,Rick62Klassen,Rick Klassen,2019-11-03 14:22:00,Canada,None,0,False,Twitter for iPhone,0,False,1190993351362801664, too bad there wasnt something the rest of canadians could do to make the process of separating the whiners from the rest of canada faster 
632,LarochelleYves,Yves Larochelle,2019-11-03 14:21:59,"Alberta, Canada",None,791,False,Twitter for Android,0,False,None,it is now 4 09 pm as i write this and cbc has yet to mention this hour that one of the countrys biggest energy companies amp a major employer is not only dropping canada from its name but also encana will move to the us its all trump cbc worth the 1 5 b no cdnpoli wexit 
