source,author,title,description,url,urlToImage,publishedAt,content
"{'id': 'techcrunch', 'name': 'TechCrunch'}",Catherine Shu,Fabric raises $110 million Series B to expand its network of automated fulfillment centers in the U.S.,"Fabric, the startup that wants to make automated logistics available to retailers of all sizes, announced today it has raised $110 million in Series B funding. The round was led by Corner Ventures, with participation from Aleph, Canada Pension Plan Investment…",http://techcrunch.com/2019/10/23/fabric-raises-110-million-series-b-to-expand-its-network-of-automated-fulfillment-centers-in-the-u-s/,https://techcrunch.com/wp-content/uploads/2019/10/Fabric-funding-2.png?w=711,2019-10-23T11:00:10Z,"Fabric, the startup that wants to make automated logistics available to retailers of all sizes, announced today it has raised $110 million in Series B funding. The round was led by Corner Ventures, with participation from Aleph, Canada Pension Plan Investment… [+3387 chars]"
"{'id': None, 'name': 'Ctvnews.ca'}",Daniel J. Rowe,Air Canada staff will no longer greet 'ladies and gentlemen' onboard planes - CTV News,Air Canada staff will no longer greet 'ladies and gentlemen' onboard planes CTV News Air Canada drops ‘ladies and gentlemen’ for gender neutral ‘everyone’ NEWS.com.au Air Canada Will Now Use Gender Neutral Announcements Onboard Flights Simple Flying Air Canad…,https://montreal.ctvnews.ca/air-canada-staff-will-no-longer-greet-ladies-and-gentlemen-onboard-planes-1.4636694,https://www.ctvnews.ca/polopoly_fs/1.3279338.1486729121!/httpImage/image.jpg_gen/derivatives/landscape_620/image.jpg,2019-10-13T13:58:00Z,"MONTREAL -- Flight attendants at Air Canada will no longer greet passengers as ""ladies and gentlemen"" or ""mesdames et messieurs"" as they have for years.
Flight staff will no longer use gender terms in boarding announcements as the company will be replacing s… [+536 chars]"
"{'id': None, 'name': 'Starsandstripesfc.com'}",Parker Cleveland,Nations League recap - USA 0-2 Canada: An abysmal loss up north - Stars and Stripes FC,"Nations League recap - USA 0-2 Canada: An abysmal loss up north Stars and Stripes FC Canada vs. United States - Football Match Report - October 15, 2019 ESPN BTC: USMNT Efficient vs. Cuba in Nations League U.S. Soccer Canada 2, United States 0 | 2019 Concacaf…",https://www.starsandstripesfc.com/2019/10/15/20916454/nations-league-recap-usa-0-2-canada-an-abysmal-loss-up-north,https://cdn.vox-cdn.com/thumbor/zco-SqmVGf720Pe4Rcl_9ArGKMY=/0x0:3936x2061/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/19291241/1176119156.jpg.jpg,2019-10-16T01:54:16Z,"The US Mens National Team was back in Nations League action as it looked for its second win of the tournament at BMO Field in Canada. It would not come for the Americans. Rather, Canada was determined to play defensively and try to counter or take advantage o… [+4541 chars]"
"{'id': None, 'name': 'Huffingtonpost.ca'}",Connor Garel,Air Canada Will No Longer Call Passengers ‘Ladies And Gentlemen’ - HuffPost Canada,Air Canada Will No Longer Call Passengers ‘Ladies And Gentlemen’ HuffPost Canada View full coverage on Google News,https://www.huffingtonpost.ca/entry/air-canada-ladies-and-gentlemen_ca_5da5d9c0e4b01c76560d4fdb,https://img.huffingtonpost.com/asset/5da61bc9210000150e347d8b.jpeg?cache=FE1sWYjUFu&ops=1200_630,2019-10-15T19:30:25Z,"Most airlines have shared a similar greeting tradition for decades: a scripted announcement that plays through the overhead speakers after passengers find their seats. But in a newfound effort to be more inclusive, and more conscious of how people identify, A… [+4455 chars]"
"{'id': None, 'name': 'Globalnews.ca'}",hannahjacksonglobal,New numbers show 29% increase in advance voting over 2015: Elections Canada - Global News,New numbers show 29% increase in advance voting over 2015: Elections Canada Global News Snapchat teams up with Elections Canada to encourage young users to vote CTV News Canadian actor fears he may not be able to vote while on musical tour in U.S. CBC.ca Abou…,http://globalnews.ca/news/6038193/canada-election-advance-voting/,https://shawglobalnews.files.wordpress.com/2013/03/robocalls.jpg?quality=70&strip=all&crop=0px%2C0px%2C1120px%2C592px&resize=720%2C379,2019-10-16T14:15:22Z,"New numbers released by Elections Canada on Tuesday say voter turnout during the four-day advance polling period was up 29 per cent over numbers recorded ahead of the federal election in 2015.
According to Elections Canada, preliminary figures show 4.7 milli… [+2567 chars]"
"{'id': None, 'name': 'Bankofcanada.ca'}",,Business Outlook Survey—Autumn 2019 - Bank of Canada,"Business Outlook Survey—Autumn 2019 Bank of Canada Business outlook more rosy overall but Prairies still hard hit, Bank of Canada says CBC.ca Bank of Canada outlook suggests uptick in business sentiment - Business News Castanet.net Bank of Canada unlikely to …",https://www.bankofcanada.ca/2019/10/business-outlook-survey-autumn-2019/,https://www.bankofcanada.ca/wp-content/uploads/2017/04/BoC-Twitter_BG_900A.jpg,2019-10-22T14:34:33Z,"The Business Outlook Survey (BOS) indicator is a summary measure that captures common movements from the main BOS questions.2 A variant of the BOS indicator (Chart 1-A, black line) relies on the same BOS questions but at the regional level; thus, the number o… [+1496 chars]"
"{'id': None, 'name': 'Sportsnet.ca'}",Jeff Blair,Canadian men’s team’s landmark moment within reach after signature win - Sportsnet.ca,Canadian men’s team’s landmark moment within reach after signature win Sportsnet.ca Canada Shock U.S.! What Went Wrong for the U.S? Major League Soccer Canada not done after historic win over USMNT: 'It's only one step' Sporting News Canadian men's soccer tea…,https://www.sportsnet.ca/soccer/canadian-mens-teams-landmark-moment-within-reach-signature-win/,https://www.sportsnet.ca/wp-content/uploads/2019/10/CanadaUSA.jpg,2019-10-16T04:44:00Z,"TORONTO — As far as I could tell, the country didnt stop Tuesday night. Too much stuff on right now: serious, political stuff. Hockey. Life as it is in this country in the early days of Fall.
But for once it seems as if that day may not be far off for the Ca… [+8670 chars]"
"{'id': None, 'name': 'Youtube.com'}",,Can a Trudeau minority mend provincial divides? | Power & Politics - CBC News,Can a Trudeau minority mend provincial divides? | Power & Politics CBC News Watch: Alberta Premier Post Federal Election Commentary Edmonton Journal Canada Election: Liberal victory renews separatist talk in Western Canada Global News Fire burning in Western …,https://www.youtube.com/watch?v=X6i9AzXCZAk,,2019-10-23T00:12:58Z,
"{'id': None, 'name': 'Youtube.com'}",,Canada Election: Trudeau casts his ballot on election day - Global News,"Canada Election: Trudeau casts his ballot on election day Global News Liberals bracing for losses in Atlantic Canada as polls open on the East Coast CTV News Natural resources, jobs and taxes in Andrew Scheer's letter to Dwight Ball CBC.ca The Munk debate tha…",https://www.youtube.com/watch?v=XzSawH0nJis,https://i.ytimg.com/vi/XzSawH0nJis/maxresdefault.jpg,2019-10-21T15:03:31Z,"Liberal Party Leader Justin Trudeau was joined by his wife, Sophie Grégoire Trudeau, and children as he cast his ballot in his home riding of Papineau on Monday.
For more info, please go to http://www.globalnews.caSubscribe to Global News Channel HERE: http:… [+271 chars]"
"{'id': None, 'name': 'Youtube.com'}",,"""Meghan Markle For President?"" - ET Canada","""Meghan Markle For President?"" ET Canada Princess Diana Had to Stop Wearing This Popular Brand Because of Prince Charles and Camilla's Affair Showbiz Cheat Sheet What Happened to Princess Diana--and Why It's Not Happening to Meghan E! NEWS KENNETH ROSE'S secr…",https://www.youtube.com/watch?v=qaI3FZzZO3g,,2019-11-02T20:51:01Z,
"{'id': 'cnn', 'name': 'CNN'}","Geneva Sands, Carma Hassan, Chuck Johnston, Miguel Marquez, Linh Tran and Ivana Kottasová, CNN",British family 'traumatized' after being detained by US immigration,"A British family has filed a complaint with the the Department of Homeland Security over their detention by US immigration officials after crossing the US border while vacationing in British Columbia, Canada earlier this month, the family's lawyers said on Tu…",https://www.cnn.com/2019/10/15/world/british-family-detained-us-intl/index.html,https://cdn.cnn.com/cnnnext/dam/assets/190920163236-ice-officer-file-super-tease.jpg,2019-10-16T00:44:58Z,"(CNN)A British family has filed a complaint with the the Department of Homeland Security over their detention by US immigration officials after crossing the US border while vacationing in British Columbia, Canada earlier this month, the family's lawyers said … [+3575 chars]"
"{'id': None, 'name': 'Ctvnews.ca'}",The Canadian Press,Five things to watch for in the Canadian business world in the coming week - CTV News,"Statistics Canada will release its Consumer Price Index and Kinder Morgan Canada hosts one of its last quarterly conference calls as its sale to Pembina Pipeline is expected to close late in the fourth quarter, this week in Canadian business.",https://www.ctvnews.ca/business/five-things-to-watch-for-in-the-canadian-business-world-in-the-coming-week-1.4636701,https://www.ctvnews.ca/polopoly_fs/1.4636715.1570977135!/httpImage/image.jpg_gen/derivatives/landscape_620/image.jpg,2019-10-13T14:11:00Z,"TORONTO -- Five things to watch for in the Canadian business world in the coming week:
Aphria call
Aphria Inc. will hold a conference call to discuss its first-quarter financial results on Monday. Cannabis company Aleafia Health Inc. announced on Oct. 8 tha… [+1659 chars]"
"{'id': None, 'name': 'Bbc.com'}",https://www.facebook.com/bbcnews,Justin Trudeau: The good news - and bad - for Canada's PM - BBC News,Justin Trudeau: The good news - and bad - for Canada's PM BBC News Canada election results – live: Trudeau expected to maintain grip on power in minority government after fraught election against Scheer The Independent Canadian dollar holds near three-month h…,https://www.bbc.com/news/world-us-canada-50130391,https://ichef.bbci.co.uk/images/ic/1024x576/p07rpjgm.jpg,2019-10-22T07:26:50Z,"Media caption""Canadians voted in favour of a progressive agenda"" - Justin Trudeau's victory speech
Prime Minister Justin Trudeau has retained power in Canada's election but lost both his majority and - by a slight margin - the popular vote. Here is a breakdo… [+6990 chars]"
"{'id': None, 'name': 'Huffingtonpost.ca'}",Melanie Woods,2019 Advance Voting Turnout Was The Highest Ever For A Canadian Election: Estimates - HuffPost Canada,"2019 Advance Voting Turnout Was The Highest Ever For A Canadian Election: Estimates HuffPost Canada Roughly 4.7M ballots cast in advance polls, Elections Canada says CBC.ca About one million more people voted in advance polls this year compared to 2015: Elect…",https://www.huffingtonpost.ca/entry/canada-election-advance-polls-turnout-voting_ca_5da640efe4b02253a2f9e8b1,https://img.huffingtonpost.com/asset/5da6420b210000140f348518.jpeg?cache=KqFNq2NZ7E&ops=1200_630,2019-10-15T22:11:05Z,"It appears a lot of people had a side of democracy with their turkey this Thanksgiving.
In a preliminary estimate, Elections Canada says 4.7 million people voted in advance polls on four days over this past long weekend. 
This marks an increase of 29 per ce… [+1176 chars]"
"{'id': 'the-globe-and-mail', 'name': 'The Globe And Mail'}",,About one million more people voted in advance polls this year compared to 2015: Elections Canada - The Globe and Mail,"About one million more people voted in advance polls this year compared to 2015: Elections Canada The Globe and Mail Roughly 4.7M ballots cast in advance polls, Elections Canada says CBC.ca Advance polls see 4.7 million voters, setting new record CTV News New…",https://www.theglobeandmail.com/politics/article-about-one-million-more-people-voted-in-advance-polls-this-year/,https://www.theglobeandmail.com/resizer/2jkRwgIz7bTZp0OWG0x1JMdHABo=/1200x0/filters:quality(80)/arc-anglerfish-tgam-prod-tgam.s3.amazonaws.com/public/JR5LLVWSA5BBNK2AQIWBTGRGQE.jpg,2019-10-16T01:21:45Z,"Because this is only the second election in a row in which advance polls were open on the Thanksgiving weekend, PhD candidate Tim Abray, who is studying voter behaviour, said not enough data or history are available to say what the impact will be.
Doug Ives/… [+3550 chars]"
"{'id': None, 'name': 'Yahoo.com'}",,TSX dips to end flat week ahead of election as loonie hits three-month high - Yahoo Canada Finance,TSX dips to end flat week ahead of election as loonie hits three-month high Yahoo Canada Finance S&P/TSX composite edges lower while U.S. stock markets fall; loonie up Financial Post At midday: TSX flat despite cannabis stock rally The Globe and Mail TSX flat…,https://ca.finance.yahoo.com/news/p-tsx-composite-edges-lower-153123034.html,https://s.yimg.com/uu/api/res/1.2/UTMA.2kkmkleZOAzkE1kNw--~B/aD03NjI7dz0xMDI0O3NtPTE7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en-ca/the_canadian_press_business_130/a970204581ea12b872c60eb5ed93c98a,2019-10-18T21:23:00Z,"TORONTO Canada's main stock index ended a fairly flat week lower on the eve of the federal election as the loonie hit a three-month high.
The Canadian dollar has risen to its highest level since July 22 in part due to waning expectations of domestic interest… [+3224 chars]"
"{'id': None, 'name': 'Www.tsn.ca'}",Kristian Jack,Canadian men’s soccer team aiming to end more than 30 years of hurt - TSN,Canadian men’s soccer team aiming to end more than 30 years of hurt TSN BTC: USMNT Efficient vs. Cuba in Nations League U.S. Soccer Berhalter talks up Canada ahead of Concacaf Nations League game Sportsnet.ca CONCACAF Game Day: Canada vs. United States Toront…,https://www.tsn.ca/canadian-men-s-soccer-team-aiming-to-end-more-than-30-years-of-hurt-1.1381031,https://www.tsn.ca/polopoly_fs/1.1363631!/fileimage/httpImage/image.jpg_gen/derivatives/landscape_620/canada-soccer.jpg,2019-10-14T17:40:14Z,"Back in 1996, the Football Association in England approached Ian Broudie, singer and guitarist of the band Lightning Seeds, to make a song for the home nations European Championships campaign.
Broudie reluctantly agreed, and after comedians David Baddiel and… [+6323 chars]"
"{'id': None, 'name': 'Ctvnews.ca'}",The Canadian Press,Tories and NDP put dent in Liberal dominance of Atlantic provinces - CTV News,Tories and NDP put dent in Liberal dominance of Atlantic provinces CTV News Canadian election results 2019: A live riding-by-riding map of the vote National Post Over to you Canada Maclean's EDITORIAL: A divided Canada on election day Toronto Sun How Justin T…,https://election.ctvnews.ca/tories-ndp-and-greens-score-wins-in-atlantic-canada-but-liberals-hold-fast-1.4648317,https://www.ctvnews.ca/polopoly_fs/1.4648355.1571691338!/httpImage/image.jpg_gen/derivatives/landscape_620/image.jpg,2019-10-22T00:42:00Z,"HALIFAX -- Atlantic Canada's once monochromatic electoral map, awash in Liberal red since 2015, received a slight makeover Monday as the Tories, NDP and Greens punched holes in the Liberals' East Coast fortress.
Four years ago, voters across the region hande… [+2861 chars]"
"{'id': None, 'name': 'Huffingtonpost.ca'}",Sima Shakeri,Investigation Underway After 5 Teens Shot In Toronto - HuffPost Canada,Investigation Underway After 5 Teens Shot In Toronto HuffPost Canada Targeted shooting in Toronto caught on video CBC News: The National Security video captures Toronto apartment shooting that sent 5 teenagers to hospital CBC.ca Toronto police chief extends g…,https://www.huffingtonpost.ca/entry/toronto-shooting-5-teens_ca_5dbb8cd5e4b057bf506f6c92,https://img.huffingtonpost.com/asset/5dbb994d210000ee3b34ba89.jpeg?ops=1200_630,2019-11-01T02:36:52Z,"TORONTO — Cleaners were removing large bloodstains splattered along the hallway of a Toronto residential building on Thursday following a shooting that sent five teenagers to hospital, some in critical condition.
Police said the victims — a 16-year-old girl,… [+4043 chars]"
"{'id': None, 'name': 'Timminstoday.com'}",Canadian Press,"CANADA: Dog owners have reduced risk of dying from heart problems, says researcher - TimminsToday","CANADA: Dog owners have reduced risk of dying from heart problems, says researcher TimminsToday View full coverage on Google News",https://www.timminstoday.com/local-news/canada-dog-owners-have-reduced-risk-of-dying-from-heart-problems-says-researcher-1737043,https://www.vmcdn.ca/f/files/shared/feeds/cp/2019/10/cpt50123335.jpg;w=630,2019-10-09T00:55:00Z,"TORONTO — Cats may have nine lives, but owning a dog may extend yours, a Toronto researcher says.
A study released Tuesday suggests dog owners live longer than their canine-less counterparts, experiencing nearly a one-third lower risk of dying from heart pro… [+2602 chars]"
"{'id': None, 'name': 'Yahoo.com'}",,10 things: Raptors' flaws exposed in loss to Celtics - Yahoo Canada Sports,10 things: Raptors' flaws exposed in loss to Celtics Yahoo Canada Sports View full coverage on Google News,https://ca.sports.yahoo.com/news/10-things-raptors-flaws-exposed-in-loss-to-celtics-022948098.html,https://s.yimg.com/uu/api/res/1.2/R_jBhG_BSrK0vQy0iYmB9w--~B/aD03Njg7dz0xNDA0O3NtPTE7YXBwaWQ9eXRhY2h5b24-/https://media-mbst-pub-ue1.s3.amazonaws.com/creatr-uploaded-images/2019-10/e6f0e4a0-f797-11e9-bf99-85766d12dbf5,2019-10-26T02:29:00Z,"Here are 10 takeaways from the Toronto Raptors 112-106 loss to the Boston Celtics.
One Lessons learned:
Not that its ever good to lose a completely winnable game, but losses have a way of revealing the truth. Toronto beat itself Friday with its sloppy execu… [+5791 chars]"
"{'id': None, 'name': 'Hellomagazine.com'}",HELLO! Canada,Margaret Atwood receives special honour from the Queen at Windsor Castle - HELLO! Canada,Margaret Atwood receives special honour from the Queen at Windsor Castle HELLO! Canada View full coverage on Google News,https://ca.hellomagazine.com/royalty/02019102553492/margaret-atwood-receives-special-honour-from-queen-windsor-castle,https://ca.hellomagazine.com/images/stories/0/2019/10/25/000/737/429/featured_5_3.jpg,2019-10-25T17:03:50Z,"October 25, 2019
The Queen of Canadian literature was honoured by 
Her Majesty
herself on Oct. 25.
Margaret Atwood was welcomed to Windsor Castle to receive a
very special award from the Queen. The 
Handmaids
Tale
 author, who recently won the Booker … [+2791 chars]"
"{'id': None, 'name': 'Vicnews.com'}",Wire Service,"Breast Cancer Awarness Month: Men get breast cancer, too - Victoria News","<p>According to BC Cancer Foundation, more than 200 men in Canada will be affected this year </p>",https://www.vicnews.com/social-matters/breast-cancer-awarness-month-men-get-breast-cancer-too/,https://www.vicnews.com/wp-content/uploads/2019/10/18913750_web1_191021-BPD-M-Laurie-Rix-BC-Cancer-1024x683.jpg,2019-10-22T00:15:00Z,"Republished with permission from the BC Cancer Foundation
Laurie Rix lost her husband Neil Macrae in 2017 to breast cancer – a disease largely associated with women.
In 2015, the well-known Vancouver sportscaster noticed a lump inside his breast that was th… [+2351 chars]"
"{'id': 'engadget', 'name': 'Engadget'}",Kris Holt,Lyft will give people free and discounted rides to job interviews,"Lyft has announced a plan to help people ""making their way through the employment pipeline"" get to and from job interviews, professional training programs and new places of work with free or discounted rides. It's working with several nonprofit partners -- in…",https://www.engadget.com/2019/10/17/lyft-jobs-access-program-free-discounted-rides/,https://o.aolcdn.com/images/dims?thumbnail=1200%2C630&quality=80&image_uri=https%3A%2F%2Fo.aolcdn.com%2Fimages%2Fdims%3Fcrop%3D3000%252C2000%252C0%252C0%26quality%3D85%26format%3Djpg%26resize%3D1600%252C1067%26image_uri%3Dhttps%253A%252F%252Fs.yimg.com%252Fos%252Fcreatr-images%252F2019-10%252Ff3ad4660-ee7e-11e9-9fae-a8d152f49d0b%26client%3Da1acac3e1b3290917d92%26signature%3D47ec73b17c3b5f9b1e1ee064375b9c6da39c1b84&client=amp-blogside-v2&signature=de1deb871e9b5040c61ce5cbd00b6bdef5bfe5ad,2019-10-17T19:32:00Z,"The ridesharing company is aiming to help people from a range of backgrounds. They include veterans, people with disabilities, refugees, formerly incarcerated individuals, those in low-income areas and 18- to 24-year-olds perhaps trying to land their first jo… [+1150 chars]"
"{'id': 'engadget', 'name': 'Engadget'}",Christine Fisher,"Ubtech’s latest educational, dancing robot is bigger and more lifelike","There are plenty of educational coding robots, but few have moves like UBTECH's dancing robot MeeBot. UBTECH launched the JIMU build-your-own-bot kit for MeeBot in 2016. Today, the company unveiled MeeBot 2.0. The updated MeeBot 2.0 Kit is 30 percent bigger t…",https://www.engadget.com/2019/10/10/ubtech-meebot-2-educational-robot/,https://o.aolcdn.com/images/dims?thumbnail=1200%2C630&quality=80&image_uri=https%3A%2F%2Fo.aolcdn.com%2Fimages%2Fdims%3Fcrop%3D1200%252C748%252C0%252C51%26quality%3D85%26format%3Djpg%26resize%3D1600%252C998%26image_uri%3Dhttps%253A%252F%252Fs.yimg.com%252Fos%252Fcreatr-uploaded-images%252F2019-10%252Fbd2434c0-e9e5-11e9-9f7d-dfb52de9ab40%26client%3Da1acac3e1b3290917d92%26signature%3D4016186f1a66dae2786bc603c94fe94398f09e43&client=amp-blogside-v2&signature=9c92ff08aa5a6d34199455b59df2c103d6838620,2019-10-10T15:31:00Z,"The updated MeeBot 2.0 Kit is 30 percent bigger than the original, and it comes with more lifelike LED ""eyes"" that can be programmed to blink or flash in different colors. The humanoid bot comes with a codable color sensor, so users can program it to respond … [+681 chars]"
"{'id': 'engadget', 'name': 'Engadget'}",Richard Lawler,Netflix grows to 158 million subscribers as Disney+ looms,"Netflix just released its results for Q3 in 2019 ( PDF ), showing that it added slightly fewer subscribers (6.77 million) than the 7 million it anticipated, while still notching an all-time record for the quarter. The company cited lower retention rates in th…",https://www.engadget.com/2019/10/16/netflix-q3-earnings/,https://o.aolcdn.com/images/dims?thumbnail=1200%2C630&quality=80&image_uri=https%3A%2F%2Fo.aolcdn.com%2Fimages%2Fdims%3Fresize%3D2000%252C2000%252Cshrink%26image_uri%3Dhttps%253A%252F%252Fs.yimg.com%252Fos%252Fcreatr-uploaded-images%252F2019-10%252F8a5eef20-f053-11e9-9fdc-5f4f9ddcd35b%26client%3Da1acac3e1b3290917d92%26signature%3D2dda63e06929ddf1ed98e6f659fb540792e57d0b&client=amp-blogside-v2&signature=aabd9eaf1fd0b33412d19a10aba99add9cf556c4,2019-10-16T20:35:00Z,"Netflix just released its results for Q3 in 2019 (PDF), showing that it added slightly fewer subscribers (6.77 million) than the 7 million it anticipated, while still notching an all-time record for the quarter. The company cited lower retention rates in the … [+821 chars]"
"{'id': 'reuters', 'name': 'Reuters'}",Reuters Editorial,"Boeing 737 MAX grounding a drag on Canadian investment in machinery, equipment","The global grounding of Boeing's 737 MAX jet is weighing on Canadian economic investment in machinery and equipment, with carriers unable to take deliveries of the planes, the Bank of Canada said on Wednesday in a report.",https://www.reuters.com/article/us-canada-cenbank-boeing-idUSKBN1X92MY,https://s3.reutersmedia.net/resources/r/?m=02&d=20191030&t=2&i=1446688739&w=1200&r=LYNXMPEF9T1Y7,2019-10-30T21:47:08Z,"(Reuters) - The global grounding of Boeing’s (BA.N) 737 MAX jet is weighing on Canadian economic investment in machinery and equipment, with carriers unable to take deliveries of the planes, the Bank of Canada said on Wednesday in a report. 
Investment in ma… [+768 chars]"
"{'id': 'business-insider', 'name': 'Business Insider'}",Mary Hanbury,"Canada Goose just made its biggest coat ever for Tacko Fall, one of the world's tallest basketball players","Canada Goose created a custom jacket for NBA player Tacko Fall. It was the largest coat Canada Goose has ever made, a company spokesperson said. The length from the back of the neck down to the low hip is 33.5 inches, which is nine inches longer than Canada G…",https://www.businessinsider.com/canada-goose-gifts-largest-winter-jacket-nba-tacko-fall-2019-10,https://image.businessinsider.com/5db8537edee0195b02291693?width=1200&format=jpeg,2019-10-29T16:18:48Z,"Canada Goose unveiled its largest coat on Friday.
The new jacket, which is almost four feet long, was made bespoke for NBA player Tacko Fall, who is seven-foot-five.
News of the gift was first shared by reporters who attended a basketball game between Fall'… [+1330 chars]"
"{'id': None, 'name': 'Castanet.net'}",,Study: red meat not so bad? - Canada News - Castanet.net,A Canadian researcher who co-led a study that challenges well-worn advice to limit meat consumption has responded to criticisms he should have disclosed past ties to the global meat and food industry.,https://www.castanet.net/news/Canada/267557/Study-red-meat-not-so-bad,https://www.castanet.net/content/2019/10/CPT10122897_p3410525.jpg,2019-10-06T13:55:00Z,"A Canadian researcher who co-led a study that challenges well-worn advice to limit meat consumption has responded to criticisms he should have disclosed past ties to the global meat and food industry.
Dalhousie University's Bradley Johnston said Saturday tha… [+2269 chars]"
"{'id': None, 'name': 'Huffingtonpost.ca'}",Maija Kappler,Flu Shot 2019: Everything You Need To Know - HuffPost Canada,"Flu Shot 2019: Everything You Need To Know HuffPost Canada Quebec authorities are bracing for tougher flu season Montreal Gazette Health Check: Flu season is here, what 'Sober October' is and don't pick at your face! WFAA Only 35% Of Pregnant Women Get Flu an…",https://www.huffingtonpost.ca/entry/flu-shot-2019_ca_5d9ce2cae4b06ddfc50fa75d,https://img.huffingtonpost.com/asset/5d9ce8fd2100003107ac6dd0.jpeg?cache=k7WDwI59cP&ops=1200_630,2019-10-08T20:37:29Z,"The weather has gotten colder, the topic of Halloween costumes has crept into every conversation, and pumpkin has started to show up in the most unnatural of foods. It can only mean one thing: flu season is almost here.
Most Canadians are safe right now, acc… [+2508 chars]"
"{'id': None, 'name': 'Ctvnews.ca'}",CTVNews.ca Writer,Elections Canada reports historic turnout among international voters - CTV News,"Elections Canada reports historic turnout among international voters CTV News 578K ballots cast in advance polls in Alberta, Elections Canada says CBC.ca 'Minority government fever': Nanos finds Liberals, Conservatives in dead heat CTV News COMMENTARY: A lett…",https://election.ctvnews.ca/elections-canada-reports-historic-turnout-among-international-voters-1.4645263,https://www.ctvnews.ca/polopoly_fs/1.2788082.1466025472!/httpImage/image.jpg_gen/derivatives/landscape_620/image.jpg,2019-10-18T21:02:00Z,"TORONTO Elections Canada has received more mailed-in ballots from Canadians living abroad than in any other federal election in history.
As of Friday, Elections Canada said it had received 21,842 ballots from international electors, the biggest turnout among… [+1763 chars]"
"{'id': None, 'name': 'Huffingtonpost.ca'}",Sima Shakeri,Jagmeet Singh Uses TikTok To Highlight NDP Platform - HuffPost Canada,Jagmeet Singh Uses TikTok To Highlight NDP Platform HuffPost Canada NDP Leader Jagmeet Singh reaches out to young voters on eve of election CBC.ca Jagmeet Singh says minority governments 'are a good thing' in final push for votes in BC Toronto Star Singh make…,https://www.huffingtonpost.ca/entry/jagmeet-singh-tiktok_ca_5dacfc4fe4b08cfcc31dbee1,https://img.huffingtonpost.com/asset/5dacfdde200000d2195063c0.png?cache=lJvIvlr2Ir&ops=1200_630,2019-10-21T00:39:11Z,"NDP Leader Jagmeet Singh has taken social media by storm in the last days of the federal election campaign with a pair of suave TikTok video that have been shared far and wide.
Even if you don’t know what TikTok is, Singh’s video this week simplifying the ND… [+3599 chars]"
"{'id': None, 'name': 'Youtube.com'}",,"Canada Election: Justin Trudeau attends rally in Milton, Ont.| LIVE - Global News","Canada Election: Justin Trudeau attends rally in Milton, Ont.| LIVE Global News Where the party leaders are on Day 40 of the federal election campaign CBC.ca Trudeau defends Indigenous record despite brief mention of issues during campaign Global News GOLDSTE…",https://www.youtube.com/watch?v=VU40-6Nhi0A,https://i.ytimg.com/vi/VU40-6Nhi0A/maxresdefault.jpg,2019-10-19T18:32:06Z,"Liberal Leader Justin Trudeau attended a campaign rally in Milton, Ont., on Saturday afternoon.
For more info, please go to http://www.globalnews.caSubscribe to Global News Channel HERE: http://bit.ly/20fcXDcLike Global News on Facebook HERE: http://bit.ly/2… [+171 chars]"
"{'id': None, 'name': 'Globalnews.ca'}",Staff,Canada election: What federal leaders have pledged on the economy - Global News,Canada election: What federal leaders have pledged on the economy Global News What’s more cringeworthy than one video about Trudeau’s blackface? Two videos. Maclean's Elections Canada contradicts Scheer's claim that ruling was issued in support of Conservativ…,http://globalnews.ca/news/5974415/canada-election-economy-promises/,https://shawglobalnews.files.wordpress.com/2019/10/raw_3lsc_promise_tracker_economy_720x480.jpg?quality=70&strip=all&w=720&h=379&crop=1,2019-10-10T12:44:54Z,"Federal parties vying for victory on Oct. 21 are making a range of promises on how they will better the economy.
Liberal Leader Justin Trudeau, the Conservatives Andrew Scheer, New Democrat Jagmeet Singh, Bloc Québécois Leader Yves-François Blanchet and the … [+9525 chars]"
"{'id': 'the-globe-and-mail', 'name': 'The Globe And Mail'}",,"Trudeau, Singh battle for progressive mantle as campaign enters final week - The Globe and Mail","Trudeau, Singh battle for progressive mantle as campaign enters final week The Globe and Mail Trudeau digs for NDP, Green votes, issues dire warning about 'Conservative cuts' CBC.ca Abolishing the Senate would see Canadians better represented, NDP leader says…",https://www.theglobeandmail.com/politics/article-trudeau-singh-battle-for-progressive-mantle-as-campaign-enters/,https://www.theglobeandmail.com/resizer/L-kCRmGXGjVv-1pMJ9IZw4WAXIw=/1200x0/filters:quality(80)/arc-anglerfish-tgam-prod-tgam.s3.amazonaws.com/public/Y7CSH2AIIBC25N5HLJTNREOC44.jpg,2019-10-15T14:43:54Z,"NDP leader Jagmeet Singh poses for a selfie during a campaign stop in Toronto on Oct. 15, 2019. 
Nathan Denette/The Canadian Press
Party leaders entered the final week of the federal election campaign aiming to define the ballot box question to suit their m… [+4572 chars]"
